"divipola.Código.Centro.Poblado","divipola.Nombre.Centro.Poblado","hdx_pcode"
"20001025","LOS CORAZONES","COL-"
"20001026","LOS HATICOS","COL-"
"20001027","AZÚCAR BUENA (LA MESA)","COL-"
"20001028","LAS RAÍCES","COL-"
"20001030","RANCHO DE GOYA","COL-"
"20001031","RÍO SECO","COL-"
"20001032","VEGA ARRIBA","COL-"
"20001034","VILLA GERMANIA","COL-"
"20001036","EL JABO","COL-"
"20001037","ALTO DE LA VUELTA","COL-"
"20001039","SAN MARTÍN (EL PERRO)","COL-"
"20001040","LAS MERCEDES","COL-"
"20001041","SABANA CRESPO","COL-"
"20001042","LAS CASITAS","COL-"
"20001044","MARUAMAQUE","COL-"
"20001045","PONTON","COL-"
"20001046","EL MANGON","COL-"
"20001047","EL MOJAO","COL-"
"20001048","RAMALITO","COL-"
"20001049","SABANITAS","COL-"
"20001050","VILLA RAMOREZ","COL-"
"20001051","VILLA RUEDA","COL-"
"20011000","AGUACHICA","COL-"
"20011001","BARRANCALEBRIJA","COL-"
"20011006","LOMA DE CORREDOR","COL-"
"20011009","PUERTO PATIÑO","COL-"
"20011010","BUTURAMA","COL-"
"20011011","NOREAN","COL-"
"20011012","SANTA LUCÍA","COL-"
"20011014","VILLA DE SAN ANDRÉS","COL-"
"20011015","CERRO BRAVO","COL-"
"20011018","CAMPO AMALIA","COL-"
"20011025","EL JUNCAL","COL-"
"20011026","LA CAMPANA","COL-"
"20013000","AGUSTÍN CODAZZI","COL-"
"20013001","SAN JACINTO","COL-"
"20013002","CASACAZA","COL-"
"20013003","LLERASCA","COL-"
"20013004","SICARARE","COL-"
"20013006","PUNTA ARRECHA","COL-"
"20013007","SAN RAMÓN","COL-"
"20032000","ASTREA","COL-"
"20032001","ARJONA","COL-"
"20032003","EL YUCAL","COL-"
"20032005","SANTA CECILIA","COL-"
"20032006","EL HEBRÓN","COL-"
"20032007","EL JOBO","COL-"
"20045000","BECERRIL","COL-"
"20045001","ESTADOS UNIDOS","COL-"
"20045002","TAMAQUITO","COL-"
"20045003","CAMPO-ALEGRE-ARZARIO","COL-"
"20045004","LA GUAJIRITA","COL-"
"20060000","BOSCONIA","COL-"
"20060001","LAS PAVAS","COL-"
"20060002","BOCAS DE TIGRE","COL-"
"20060004","LOMA COLORADA","COL-"
"20060005","ALTO DE MINAS","COL-"
"20060006","EL EDEN","COL-"
"20060007","EL TROPEZON","COL-"
"20060008","LOMA LINDA","COL-"
"20060009","NUEVA IDEA","COL-"
"20060010","PUERTO LAJAS","COL-"
"20175000","CHIMICHAGUA","COL-"
"20175004","CANDELARIA","COL-"
"20175005","EL GUAMO","COL-"
"20175008","LAS FLORES","COL-"
"20175009","LAS VEGAS","COL-"
"20175010","MANDINGUILLA","COL-"
"20175011","SALOA","COL-"
"20175013","SEMPEGUA","COL-"
"20175014","SOLEDAD","COL-"
"20175016","LA MATA","COL-"
"20175017","EL CANAL","COL-"
"20175018","SANTO DOMINGO","COL-"
"20175019","TRONCONAL","COL-"
"20175020","PLATA PERDIDA","COL-"
"20175022","HIGO AMARILLO","COL-"
"20175023","BETEL","COL-"
"20175024","BUENOS AIRES","COL-"
"20175025","CUATRO ESQUINAS","COL-"
"20175026","DARDANELOS DOS","COL-"
"20175027","EL TREBOL DE PAJONAL","COL-"
"20175028","LA BRILLANTINA","COL-"
"20175029","PIEDRAS BLANCAS","COL-"
"20175030","PUEBLITO","COL-"
"20175031","ULTIMO CASO","COL-"
"20175032","ZAPATI","COL-"
"20178000","CHIRIGUANÁ","COL-"
"20178006","POPONTE","COL-"
"20178008","RINCÓN HONDO","COL-"
"20178014","LA AURORA","COL-"
"20178015","ESTACIÓN CHIRIGUANÁ","COL-"
"20178016","LA SIERRA","COL-"
"20178017","AGUA FRÍA","COL-"
"20178018","EL CRUCE DE LA SIERRA","COL-"
"20178019","ARENAS BLANCAS","COL-"
"20178020","LA ESTACION","COL-"
"20178021","LOS CERRAJONES","COL-"
"20178022","OJO DE AGUA","COL-"
"20228000","CURUMANÍ","COL-"
"20228001","SABANAGRANDE","COL-"
"20228002","SAN ROQUE","COL-"
"20228003","SAN SEBASTIÁN","COL-"
"20228004","SANTA ISABEL","COL-"
"20228005","CHAMPÁN","COL-"
"20228007","GUAIMARAL","COL-"
"20228009","HOJANCHA","COL-"
"20228011","EL MAMEY","COL-"
"20228012","CHINELA","COL-"
"20228013","LOS SERENOS","COL-"
"20238000","EL COPEY","COL-"
"20238002","CARACOLICITO","COL-"
"20238003","CHIMILA","COL-"
"20238004","SAN FRANCISCO DE ASÍS","COL-"
"20250000","EL PASO","COL-"
"20250001","EL VALLITO","COL-"
"20250002","LA LOMA","COL-"
"20250003","POTRERILLO","COL-"
"20250004","CUATRO VIENTOS","COL-"
"20250005","PUEBLO REGADO","COL-"
"20250006","EL CARMEN","COL-"
"20295000","GAMARRA","COL-"
"20295001","LA ESTACIÓN","COL-"
"20295002","EL CONTENTO","COL-"
"20295004","PALENQUILLO","COL-"
"20295005","PUERTO MOSQUITO","COL-"
"20295006","PUERTO VIEJO","COL-"
"20295007","CASCAJAL","COL-"
"20295008","MAHOMA","COL-"
"20295009","PUERTO CAPULCO","COL-"
"20310000","GONZÁLEZ","COL-"
"20310001","BUJARAVITA","COL-"
"20310002","BÚRBURA","COL-"
"20310003","CULEBRITA","COL-"
"20310004","EL POTRERO","COL-"
"20310006","MONTERA","COL-"
"20310007","SAN ISIDRO","COL-"
"20310008","BIJAGUAL","COL-"
"20310009","MATA DE FIQUE","COL-"
"20383000","LA GLORIA","COL-"
"20383001","AYACUCHO","COL-"
"20383002","CAROLINA","COL-"
"20383003","MOLINA","COL-"
"20383004","SAN PABLO","COL-"
"20383005","SIMAÑA","COL-"
"20383006","BESOTE","COL-"
"20383007","BUBETA","COL-"
"20383010","LA MATA","COL-"
"20383011","ESTACIÓN FERROCARRIL","COL-"
"20400000","LA JAGUA DE IBIRICO","COL-"
"20400001","LAS PALMITAS","COL-"
"20400002","LA VICTORIA DE SAN ISIDRO","COL-"
"20400003","BOQUERÓN","COL-"
"20443000","MANAURE BALCÓN DEL CESAR","COL-"
"20517000","PAILITAS","COL-"
"20517001","LA FLORESTA","COL-"
"20517002","RIVERA","COL-"
"20517004","PALESTINA","COL-"
"20517005","LOS LLANOS","COL-"
"20517006","EL BURRO","COL-"
"20550000","PELAYA","COL-"
"20550001","COSTILLA","COL-"
"20550012","SAN BERNARDO","COL-"
"20570000","PUEBLO BELLO","COL-"
"20570001","LA CAJA","COL-"
"20570002","LAS MINAS DE IRACAL","COL-"
"20570003","PALMARITO (NUEVO COLÓN)","COL-"
"20570004","NABUSIMAKE (SAN SEBASTIAN)","COL-"
"20614000","RÍO DE ORO","COL-"
"20614001","EL M ARQUÉZ","COL-"
"20614004","LOS ANGELES","COL-"
"20614006","MONTECITOS","COL-"
"20614010","PUERTO NUEVO","COL-"
"20614012","MORRISON","COL-"
"20621000","ROBLES","COL-"
"20621001","LOS ENCANTOS","COL-"
"20621006","SAN JOSÉ DEL ORIENTE","COL-"
"20621011","VARAS BLANCAS","COL-"
"20621012","SAN JOSÉ DE ORIENTE - BETANIA","COL-"
"20710000","SAN ALBERTO","COL-"
"20710001","LA LLANA","COL-"
"20710002","LA PALMA","COL-"
"20710005","LÍBANO","COL-"
"20710008","PUERTO CARREÑO","COL-"
"20710009","LA CAROLINA","COL-"
"20710010","LA TRINIDAD","COL-"
"20710011","LOS ORTEGAS","COL-"
"20750000","SAN DIEGO","COL-"
"20750001","LOS TUPES","COL-"
"20750002","MEDIA LUNA","COL-"
"20750005","EL JUNCAL","COL-"
"20750006","EL RINCÓN","COL-"
"20750007","LAS PITILLAS","COL-"
"20750009","LOS BRASILES","COL-"
"20750011","TOCAIMO","COL-"
"20750012","NUEVAS FLORES","COL-"
"20770000","SAN MARTÍN","COL-"
"20770001","AGUAS BLANCAS","COL-"
"20770002","EL BARRO","COL-"
"20770003","MINAS","COL-"
"20770004","PUERTO OCULTO","COL-"
"20770005","SAN JOSÉ DE LAS AMÉRICAS","COL-"
"20770006","CANDELIA","COL-"
"20770007","TERRAPLEN","COL-"
"20770008","LA CURVA","COL-"
"20770009","TORCOROMA","COL-"
"20770010","CUATRO BOCAS","COL-"
"20770011","LOS BAGRES","COL-"
"20770012","PITA LIMÓN","COL-"
"20770013","BUENOS AIRES","COL-"
"20770014","EL DIVISO","COL-"
"20770015","LAS SALINAS","COL-"
"20787000","TAMALAMEQUE","COL-"
"20787001","PALESTINA LA NUEVA","COL-"
"20787002","LA BOCA","COL-"
"20787005","ZAPATOSA","COL-"
"20787007","ANTEQUERA","COL-"
"20787009","LAS PALMAS","COL-"
"20787011","LAS BRISAS","COL-"
"20787012","PASACORRIENDO","COL-"
"20787013","PUEBLONUEVO","COL-"
"20787014","MUNDO ALREVEZ","COL-"
"23001000","MONTERÍA","COL-"
"23001001","BUENOS AIRES","COL-"
"23001002","PALOTAL","COL-"
"23001003","EL CERRITO","COL-"
"23001004","EL SABANAL","COL-"
"23001005","GUASIMAL","COL-"
"23001006","JARAQUIEL","COL-"
"23001007","LA MANTA","COL-"
"23001008","LAS PALOMAS","COL-"
"23001009","LETICIA","COL-"
"23001010","LOMA VERDE","COL-"
"23001011","LOS GARZONES","COL-"
"23001012","NUEVO PARAÍSO","COL-"
"23001013","NUEVA LUCÍA","COL-"
"23001014","PATIO BONITO","COL-"
"23001015","SAN ISIDRO","COL-"
"23001016","PUEBLO BUHO","COL-"
"23001017","SAN ANTERITO","COL-"
"23001018","SANTA CLARA","COL-"
"23001019","SANTA ISABEL","COL-"
"23001020","SANTA LUCÍA","COL-"
"23001021","TRES PALMAS","COL-"
"23001022","TRES PIEDRAS","COL-"
"23001028","EL BARSAL","COL-"
"23001029","NUEVA ESPERANZA","COL-"
"23001030","EL COCUELO","COL-"
"23001031","MARTINICA","COL-"
"23001032","GUATEQUE","COL-"
"23001033","TENERIFE","COL-"
"23001034","LA VICTORIA","COL-"
"23001035","MORINDO CENTRAL","COL-"
"23001036","BOCA DE LA CEIBA","COL-"
"23001037","BROQUELITO","COL-"
"23001038","EL LIMÓN","COL-"
"23001039","EL QUINCE","COL-"
"23001040","EL VIDRIAL","COL-"
"23001041","ENSENADA DE LA HAMACA","COL-"
"23001042","GALILEA","COL-"
"23001043","LA ESPERANZA","COL-"
"23001044","LA FLORIDA","COL-"
"23001045","MAQUENCAL","COL-"
"23001046","MARACAYO","COL-"
"23001047","MATAMOROS","COL-"
"23001048","MOCHILAS","COL-"
"23001049","NUEVOS HORIZONTES","COL-"
"23001050","PALMITO PICAO","COL-"
"23001051","PEREIRA","COL-"
"23001052","VILLAVICENCIO","COL-"
"23001053","YA LA LLEVA","COL-"
"23001054","AGUA VIVAS","COL-"
"23001064","LA POZA","COL-"
"23001067","PIÑALITO","COL-"
"23001068","EL DOCE","COL-"
"23001069","PUEBLO SECO","COL-"
"23001070","SAN FRANCISCO","COL-"
"23001071","VILLA CIELO","COL-"
"23068000","AYAPEL","COL-"
"23068001","ALFONSO LOPEZ","COL-"
"23068003","CECILIA","COL-"
"23068004","EL CEDRO","COL-"
"23068006","NARIÑO","COL-"
"23068007","PALOTAL","COL-"
"23068009","SINCELEJITO","COL-"
"23068012","MARRALÚ","COL-"
"23068014","PUEBLO NUEVO - POPALES","COL-"
"23068015","LAS DELICIAS","COL-"
"23079000","BUENAVISTA","COL-"
"23079001","TIERRA SANTA","COL-"
"23079002","VILLA FÁTIMA","COL-"
"23079003","BELÉN","COL-"
"23079004","NUEVA ESTACIÓN","COL-"
"23079005","PUERTO CÓRDOBA","COL-"
"23079006","EL PARAOSO","COL-"
"23079007","COTORRA","COL-"
"23079008","CIENAGA DE SAMBO","COL-"
"23079009","COSTA RICA","COL-"
"23079010","MEJOR ESQUINA","COL-"
"23079012","EL VIAJANO","COL-"
"23079014","VERACRUZ","COL-"
"23079015","SANTA CLARA","COL-"
"23079016","SANTA FE DEL ARCIAL","COL-"
"23079017","COYONGO","COL-"
"23079018","LAS CRUCES","COL-"
"23079019","LAS MAROAS","COL-"
"23079021","TEQUENDAMA","COL-"
"23090000","CANALETE URBANO","COL-"
"23090001","EL LIMÓN","COL-"
"23090002","POPAYÁN","COL-"
"23090007","CADILLO","COL-"
"23090008","CORDOBITA CENTRAL","COL-"
"23090009","CORDOBITA FRONTERA","COL-"
"23090013","EL GUINEO","COL-"
"23090014","LA ALCANCIA","COL-"
"23090016","LA LORENZA","COL-"
"23090019","PASO DEL MONO","COL-"
"23090020","TIERRADENTRO","COL-"
"23090021","QUEBRADA DE URANGO","COL-"
"23090022","BUENOS AIRES - LAS PAVAS","COL-"
"23090023","EL TOMATE","COL-"
"23090024","SI SE VAN","COL-"
"23162000","CERETÉ","COL-"
"23162001","MARTÍNEZ","COL-"
"23162002","MATEO GÓMEZ","COL-"
"23162003","RABOLARGO","COL-"
"23162004","SEVERA","COL-"
"23162005","CUERO CURTIDO","COL-"
"23162006","RETIRO DE LOS INDIOS","COL-"
"23162012","SAN ANTONIO","COL-"
"23162018","EL QUEMADO","COL-"
"23162020","LOS VENADOS","COL-"
"23162024","TRES MARIA","COL-"
"23162025","BUENAVISTA DEL RETIRO","COL-"
"23162026","BUENAVISTA EL QUEMADO","COL-"
"23162027","EL CARMEN","COL-"
"23162028","ORIENTE","COL-"
"23162029","PLAYARICA","COL-"
"23162030","VENADO-CAMPANITO","COL-"
"23168000","CHIMÁ","COL-"
"23168001","ARACHE","COL-"
"23168002","CAMPO BELLO","COL-"
"23168003","CAROLINA","COL-"
"23168004","COROZALITO","COL-"
"23168005","PUNTA VERDE","COL-"
"23168006","SITIO VIEJO","COL-"
"23168008","SABANA COSTA","COL-"
"23168009","LA LAGUNA","COL-"
"23168011","EL BRILLANTE","COL-"
"23168014","PIMENTAL","COL-"
"23182000","CHINÚ","COL-"
"23182001","AGUAS VIVAS","COL-"
"23182002","CACAOTAL","COL-"
"23182003","CARBONERO","COL-"
"23182004","EL PITAL","COL-"
"23182005","HEREDIA","COL-"
"23182006","LOS ANGELES","COL-"
"23182007","NUEVO ORIENTE","COL-"
"23182008","SAN MATEO","COL-"
"23182009","SAN RAFAEL","COL-"
"23182010","SANTA CECILIA","COL-"
"23182011","SANTA FE","COL-"
"23182012","SANTA ROSA","COL-"
"23182013","FLECHAS SEVILLA","COL-"
"23182014","TIERRA GRATA","COL-"
"23182015","FLECHAS SABANAS","COL-"
"23182016","GARBADO","COL-"
"23182017","LA PANAMÁ","COL-"
"23182018","LA PILONA","COL-"
"23182019","RETIRO DE LOS PÉREZ","COL-"
"23182020","ANDALUCÍA","COL-"
"23182021","LOS ALGARROBOS","COL-"
"23182022","EL TIGRE","COL-"
"23182023","PALMITAL","COL-"
"23182024","VILLA FATIMA","COL-"
"23182026","CHORRILLO","COL-"
"23182027","EL DESEO","COL-"
"23182028","ARRIMADERO","COL-"
"23182029","BOCA DE MONTE","COL-"
"23182030","CEJA GRANDE","COL-"
"23182031","PARAOSO","COL-"
"23182032","LAS LOMAS","COL-"
"23182033","LAS JARABAS","COL-"
"23182034","NOVA","COL-"
"23182035","PAJONAL","COL-"
"23182036","PISA BONITO","COL-"
"23182037","SAN QUIRRE","COL-"
"23182038","EL BRILLANTE","COL-"
"23182039","EL OROZCO","COL-"
"23182040","FLORAL","COL-"
"23182041","LOMAS DE PIEDRA","COL-"
"23182042","TERMOELECTRICA","COL-"
"23182043","BAJO DE PIEDRA","COL-"
"23182044","BLEO","COL-"
"23182045","CAÑAHUATE","COL-"
"23182046","CANOA","COL-"
"23182047","EL TREBOL","COL-"
"23182048","JARABA","COL-"
"23182049","JERICO","COL-"
"23182050","PIÑUELAS","COL-"
"23182051","RAICERO","COL-"
"23182052","RAIZAL","COL-"
"23189000","CIÉNAGA DE ORO","COL-"
"23189001","BERÁSTEGUI","COL-"
"23189002","EL SIGLO","COL-"
"23189003","LAGUNETA","COL-"
"23189004","LOS MIMBRES","COL-"
"23189005","PUNTA DE YÁÑEZ","COL-"
"23189006","SANTIAGO DEL SUR","COL-"
"23189007","PUERTO DE LA CRUZ","COL-"
"23189008","MALAGANA","COL-"
"23189010","CHARCON","COL-"
"23189011","EL BOBO","COL-"
"23189014","SALGUERO","COL-"
"23189015","LOS VENADOS","COL-"
"23189016","EL SALADO","COL-"
"23189018","LAS PIEDRAS","COL-"
"23189019","PIJIGUAYAL","COL-"
"23189020","LA BARRA","COL-"
"23189021","SANTIAGO POBRE","COL-"
"23189023","SAN ANTONIO DEL TÁCHIRA","COL-"
"23189024","ROSA VIEJA","COL-"
"23189025","LAS PALMITAS","COL-"
"23189026","LAS PALMAS","COL-"
"23189027","EL HIGAL","COL-"
"23189028","LAS BALSAS","COL-"
"23189029","EGIPTO","COL-"
"23189030","BARRO PRIETO","COL-"
"23189031","EL GUAIMARO","COL-"
"23189032","EL TEMPLO","COL-"
"23189033","LA ARENA","COL-"
"23189034","LA DRAGA","COL-"
"23189035","LA GLORIA","COL-"
"23189036","LA SACA","COL-"
"23189037","LAS PALOMAS","COL-"
"23189038","MAYOROA","COL-"
"23189039","NOCHE AZUL","COL-"
"23189040","PLAYA BLANCA","COL-"
"23189041","POZA REDONDA","COL-"
"23189042","SANTIAGO ARRIBA","COL-"
"23189043","VENADO CENTRAL","COL-"
"23300000","COTORRA","COL-"
"23300001","EL BONGO","COL-"
"23300002","LOS GÓMEZ","COL-"
"23300006","PASO DE LAS FLORES","COL-"
"23300007","VILLA NUEVA","COL-"
"23300009","GUAYABAL","COL-"
"23300010","EL BINDE","COL-"
"23300016","TREMENTINO","COL-"
"23300017","SABANAL","COL-"
"23300021","SAN JOSE","COL-"
"23300022","CHAMARRA","COL-"
"23300023","EL VIVERO","COL-"
"23300024","MONTON","COL-"
"23300025","PLAYAS DEL CAMPANO","COL-"
"23300026","PUEBLO NUEVO","COL-"
"23300027","SAN PABLO","COL-"
"23350000","LA APARTADA Y LA FRONTERA","COL-"
"23350001","MARGEN IZQUIERDA DE PUERTO CORDOBA","COL-"
"23350002","MARGEN IZQUIERDA DE CAMPO ALEGRE","COL-"
"23350003","LA BALSA","COL-"
"23350004","NUEVO PUEBLO","COL-"
"23350005","MARGEN DERECHA DE PUERTO CORDOBA","COL-"
"23350006","MARGEN DERECHA DE CAMPO ALEGRE","COL-"
"23350007","SITIO NUEVO","COL-"
"23350009","LAS MARGARITAS","COL-"
"23350010","LA VIRGEN","COL-"
"23350011","LA ESCOBILLA","COL-"
"23350012","LA MAGDALENA","COL-"
"23350013","SAN JERONIMO","COL-"
"23350014","MANZANARES","COL-"
"23350015","CAMPO ALEGRE","COL-"
"23350016","LOS NOVILLOS","COL-"
"23350017","PUERTO CORDOBA","COL-"
"23417000","SANTA CRUZ DE LORICA","COL-"
"23417002","EL CARITO","COL-"
"23417003","LA DOCTRINA","COL-"
"23417004","LAS FLORES","COL-"
"23417006","LOS MONOS","COL-"
"23417007","NARIÑO","COL-"
"23417008","PALO DE AGUA","COL-"
"23417009","SAN SEBASTIÁN","COL-"
"23417010","TIERRALTA","COL-"
"23417011","SAN ANTERITO","COL-"
"23417012","EL LAZO","COL-"
"23417014","CAMPO ALEGRE","COL-"
"23417015","MARACAYO","COL-"
"23417017","EL CAMPANO DE LOS INDIOS","COL-"
"23417018","COTOCA ARRIBA","COL-"
"23417019","EL RODEO","COL-"
"23417020","LOS HIGALES","COL-"
"23417021","REMOLINO","COL-"
"23417022","VILLA CONCEPCION","COL-"
"23417023","MATA DE CAÑA","COL-"
"23417024","CASTILLERAL","COL-"
"23417025","COTOCA ABAJO","COL-"
"23417026","LAS CAMORRAS","COL-"
"23417027","SAN NICOLÁS DE BARÍ","COL-"
"23417028","MANANTIAL","COL-"
"23417029","LA SUBIDA","COL-"
"23417030","EL PLAYÓN","COL-"
"23417031","LA PEINADA","COL-"
"23417034","SANTA LUCÍA","COL-"
"23417036","LA PALMA","COL-"
"23417037","LOS MORALES","COL-"
"23417038","CANDELARIA","COL-"
"23417039","EL GUANABANO","COL-"
"23417042","JUAN DE DIOS GARIS","COL-"
"23419000","LOS CÓRDOBAS","COL-"
"23419002","EL EBANO","COL-"
"23419004","PUERTO REY","COL-"
"23419005","SANTA ROSA LA CAÑA","COL-"
"23419009","SAN RAFAEL","COL-"
"23419010","BUENAVISTA","COL-"
"23419011","LA SALADA","COL-"
"23419012","MORINDÓ SANTANA","COL-"
"23419013","JALISCO","COL-"
"23419014","BARRIO MAMEY","COL-"
"23419019","EL GUAIMARO","COL-"
"23419020","LA PONDERANCIA","COL-"
"23419021","BRISAS DEL CARIBE","COL-"
"23419022","EL MAMBY","COL-"
"23419023","EL OASIS","COL-"
"23419024","LAS TINAS","COL-"
"23419025","LOS ESQUIMALES","COL-"
"23419026","MINUTO DE DIOS","COL-"
"23419027","MORINDO CENTRAL","COL-"
"23419028","MORINDO LA UNION","COL-"
"23419029","MORINDO SANTA CRUZ","COL-"
"23419030","NUEVO NARIÑO","COL-"
"23464000","MOMIL","COL-"
"23464001","SABANETA","COL-"
"23464002","SACANA ABAJO","COL-"
"23464003","TREMENTINO","COL-"
"23464004","CEDRO DE PIEDRA","COL-"
"23464005","PUEBLECITO (SAN MIGUEL)","COL-"
"23464007","BETULIA","COL-"
"23464008","PEREIRA","COL-"
"23466000","MONTELÍBANO","COL-"
"23466001","EL ANCLAR","COL-"
"23466005","SAN FRANCISCO DEL RAYO","COL-"
"23466006","TIERRADENTRO","COL-"
"23466008","PICA PICA","COL-"
"23466013","BOCAS DE PERRO","COL-"
"23466014","MORALITO","COL-"
"23466017","SITIO NUEVO","COL-"
"23466021","PUERTO ANCHICA","COL-"
"23466023","CÓRDOBA","COL-"
"23466028","EL PALMAR","COL-"
"23466031","LAS MARGARITAS","COL-"
"23466033","PUERTO NUEVO","COL-"
"23466037","VILLA CARMINIA","COL-"
"23500000","MOÑITOS","COL-"
"23500001","RÍO CEDRO","COL-"
"23500002","SANTANDER DE LA CRUZ","COL-"
"23500006","BROQUELES","COL-"
"23500010","LA RADA","COL-"
"23500011","LAS MUJERES","COL-"
"23500013","MANGLE","COL-"
"23500023","PERPETUO SOCORRO","COL-"
"23500024","PUEBLITO","COL-"
"23500026","SAN RAFAEL","COL-"
"23555000","PLANETA RICA","COL-"
"23555001","ARENOSO","COL-"
"23555002","CAMPO BELLO","COL-"
"23555003","CAROLINA","COL-"
"23555004","SANTANA(CENTRO ALEGRE)","COL-"
"23555005","EL ALMENDRO","COL-"
"23555006","MARAÑONAL","COL-"
"23555007","PLAZA BONITA","COL-"
"23555008","PROVIDENCIA","COL-"
"23555010","MEDIO RANCHO","COL-"
"23555011","PAMPLONA","COL-"
"23555012","EL REPARO","COL-"
"23555013","LOS CERROS","COL-"
"23555015","LAS PELONAS","COL-"
"23555017","PUEBLO RIZO","COL-"
"23555019","NUEVO PARAÍSO","COL-"
"23555020","SANTA ROSA","COL-"
"23555022","PLANETICA","COL-"
"23555029","SAN JERONIMO(GOLERO)","COL-"
"23555035","LOMA DE PIEDRA","COL-"
"23555044","PUNTA VERDE","COL-"
"23570000","PUEBLO NUEVO","COL-"
"23570001","ARENA DEL SUR","COL-"
"23570002","CINTURA","COL-"
"23570003","CORCOVADO","COL-"
"23570004","EL VARAL","COL-"
"23570005","EL POBLADO","COL-"
"23570006","LA GRANJITA","COL-"
"23570007","LOS LIMONES","COL-"
"23570008","PUERTO SANTO","COL-"
"23570009","LA MAGDALENA","COL-"
"23570011","PALMIRA","COL-"
"23570013","NEIVA","COL-"
"23570014","ARROYO DE ARENA","COL-"
"23570016","EL CONTENTO","COL-"
"23570020","EL CAMPANO","COL-"
"23570021","PUEBLO REGAO","COL-"
"23570022","PUERTO LETICIA","COL-"
"23570023","EL ARCIAL","COL-"
"23570024","NUEVA ESPERANZA","COL-"
"23570025","BETULIA","COL-"
"23570026","CAFE PISAO","COL-"
"23570027","CENTRO AMERICA","COL-"
"23570028","LOMA DE PIEDRA","COL-"
"23574000","PUERTO ESCONDIDO","COL-"
"23574001","CRISTO REY","COL-"
"23574002","EL PANTANO","COL-"
"23574003","SAN JOSÉ DE CANALETE","COL-"
"23574004","VILLA ESTER","COL-"
"23574005","ARIZAL","COL-"
"23574006","SAN LUIS","COL-"
"23574007","MORINDO","COL-"
"23574008","CAÑA DE CANAÑETE","COL-"
"23574009","LAS MUJERES","COL-"
"23574010","EL CONTENTO ARRIBA","COL-"
"23574011","EL SILENCIO","COL-"
"23574012","SAN MIGUEL","COL-"
"23574013","JARAMAGAL","COL-"
"23580000","PUERTO LIBERTADOR","COL-"
"23580001","LA RICA","COL-"
"23580002","PICA PICA VIEJO","COL-"
"23580003","VILLANUEVA","COL-"
"23580004","JUAN JOSÉ","COL-"
"23580006","BUENOS AIRES ABAJO","COL-"
"23580009","SANTA FÉ LAS CLARAS","COL-"
"23580010","SAN JUAN","COL-"
"23580011","PUERTO BELÉN","COL-"
"23580012","EL BRILLANTE","COL-"
"23580013","SAN PEDRO","COL-"
"23580014","PUERTO CAREPA","COL-"
"23580015","TORNO ROJO","COL-"
"23586000","PURÍSIMA DE LA CONCEPCIÓN","COL-"
"23586001","ASERRADERO","COL-"
"23586002","EL HUESO","COL-"
"23586003","LOS CORALES","COL-"
"23586004","SAN PEDRO DE ARROYO HONDO","COL-"
"23660000","SAHAGÚN","COL-"
"23660001","ARENAS DEL NORTE","COL-"
"23660002","BAJO GRANDE","COL-"
"23660003","CATALINA","COL-"
"23660004","COLOMBOY","COL-"
"23660005","EL CRUCERO","COL-"
"23660006","EL VIAJANO","COL-"
"23660007","LLANADAS","COL-"
"23660008","LA YE","COL-"
"23660009","MORROCOY","COL-"
"23660010","RODANIA (RODÁCULO)","COL-"
"23660011","SALITRAL","COL-"
"23660012","SAN ANTONIO","COL-"
"23660013","SANTIAGO ABAJO","COL-"
"23660014","SABANETA","COL-"
"23660015","AGUAS VIVAS","COL-"
"23660016","LAS BOCAS","COL-"
"23660017","PISA FLORES","COL-"
"23660020","EL ROBLE","COL-"
"23660022","EL OLIVO","COL-"
"23660025","EL REMOLINO","COL-"
"23660026","LAS CRUCES","COL-"
"23660028","GUÁIMARITO","COL-"
"23660029","TREMENTINO","COL-"
"23660030","GUÁIMARO","COL-"
"23660031","LA BALSA","COL-"
"23660032","LAS AGUADITAS","COL-"
"23660034","SAN ANDRESITO","COL-"
"23660036","EL ORGULLO","COL-"
"23660037","DIVIDIVI","COL-"
"23660038","LAS MANUELITAS","COL-"
"23660039","LOS GALANES","COL-"
"23660040","SALGUERITO","COL-"
"23660041","BRISAS DEL MAR","COL-"
"23660045","ESCOBALITO","COL-"
"23660046","GUAYABAL","COL-"
"23660047","KILOMETRO 32","COL-"
"23660048","KILOMETRO 34","COL-"
"23660055","LAS CUMBRES","COL-"
"23660056","LAS HUERTAS","COL-"
"23660057","LOS PLACERES","COL-"
"23660058","MORROCOICITO","COL-"
"23660059","PATIO BONITO","COL-"
"23660061","SAN FRANCISCO","COL-"
"23660062","SAN MIGUEL","COL-"
"23660063","ALPUJARRA II","COL-"
"23660064","LA QUEBRADA","COL-"
"23660065","LOS AMARILLOS","COL-"
"23660066","LOS CHIBOLOS","COL-"
"23660067","NUEVA ESPERANZA","COL-"
"23660068","SABANA DE LA FUENTE","COL-"
"23660069","TREMENTINO BULERO","COL-"
"23660070","GUAYABAL LA YE","COL-"
"23670000","SAN ANDRÉS DE SOTAVENTO","COL-"
