"divipola.Código.Centro.Poblado","divipola.Nombre.Centro.Poblado","hdx_pcode"
"27245004","LA MANSA","COL-"
"27245005","EL PORVENIR","COL-"
"27245006","EL SIETE 2","COL-"
"27245007","EL SIETE 1","COL-"
"27250000","SANTA GENOVEVA DE DOCORDÓ","COL-"
"27250001","COPOMÁ","COL-"
"27250002","CUCURRUPÍ","COL-"
"27250003","QUEBRADA DE TOGOROMÁ","COL-"
"27250004","CORRIENTE PALO","COL-"
"27250005","PICHIMÁ","COL-"
"27250006","PALESTINA","COL-"
"27250007","CHARAMBIRA","COL-"
"27250008","CHONTADURO","COL-"
"27250009","DESCOLGADERO","COL-"
"27250010","EL COCO","COL-"
"27250011","EL CHONCHO","COL-"
"27250012","QUOCHARO","COL-"
"27250013","GARCOA GOMEZ","COL-"
"27250014","GUACHAL","COL-"
"27250015","GUAGUALITO","COL-"
"27250016","JIGUALITO","COL-"
"27250017","LA PEÑITAS","COL-"
"27250018","LOS PEREA","COL-"
"27250019","MUNGUIDO","COL-"
"27250020","CHAPPIEN","COL-"
"27250021","BURUJON","COL-"
"27250022","PANGALITA","COL-"
"27250023","PAPAYO","COL-"
"27250024","PLAYITA","COL-"
"27250025","CARRA","COL-"
"27250026","PUERTO MURILLO","COL-"
"27250027","QUEBRADA GIRON","COL-"
"27250028","QUEBRADA DE PICHIMA","COL-"
"27250029","PANGALÁ","COL-"
"27250030","SAN JOSE","COL-"
"27250031","TAPARAL","COL-"
"27250032","TAPARALITO","COL-"
"27250033","TOO CIRILO","COL-"
"27250034","TORDO","COL-"
"27250035","TROJITA","COL-"
"27250036","VENADO","COL-"
"27250039","UNIÓN VALSALITO","COL-"
"27361000","ISTMINA","COL-"
"27361004","BASURU","COL-"
"27361006","COCOVE","COL-"
"27361009","PRIMAVERA","COL-"
"27361019","OLAVE INDIO","COL-"
"27361021","PANAMACITO","COL-"
"27361023","POTEDO","COL-"
"27361025","LA VOBORA","COL-"
"27361029","SAN ANTONIO","COL-"
"27361031","MUNGIDO","COL-"
"27361032","SURUCO SANTA MONICA","COL-"
"27361035","NEGRIA","COL-"
"27361036","BOCA DE SAN LUIS","COL-"
"27361040","GUINIGUINI","COL-"
"27361042","PAITO","COL-"
"27361043","PLAYA GRANDE","COL-"
"27361044","CHIGORODO (PUERTO SALAZAR)","COL-"
"27361045","SAN CRISTOBAL","COL-"
"27361047","SURUCO SAN JOSE","COL-"
"27361049","PRIMERA MOJARRA","COL-"
"27372000","JURADÓ","COL-"
"27372001","AGUACATE","COL-"
"27372002","COREDO","COL-"
"27372003","CURICHE","COL-"
"27372004","PUNTA ARDITA","COL-"
"27372005","PUNTA DE CRUCES","COL-"
"27372006","GUARÍN","COL-"
"27372007","PUNTA PIÑA","COL-"
"27372008","CABO MARZO","COL-"
"27413000","LLORÓ","COL-"
"27413001","CHAGRATADA","COL-"
"27413002","GUAITADÓ","COL-"
"27413003","LA VUELTA","COL-"
"27413004","LAS HAMACAS","COL-"
"27413005","MUMBARADO","COL-"
"27413006","TUMUTUMBUDO","COL-"
"27413007","BORAUDO","COL-"
"27413008","EL LLANO","COL-"
"27413009","NIPORDU","COL-"
"27413010","OGODÓ","COL-"
"27413011","VILLA CLARET","COL-"
"27413012","CALLE LARGA","COL-"
"27425000","BETÉ","COL-"
"27425001","BOCA DE AMÉ","COL-"
"27425002","BOCA DE BEBARÁ","COL-"
"27425003","CAMPOALEGRE","COL-"
"27425004","EL LLANO DE BEBARÁ","COL-"
"27425005","EL LLANO DE BEBARAMA","COL-"
"27425006","SAN ANTONIO DEL BUEY (CAMPO SANTO)","COL-"
"27425007","SAN JOSE DE BUEY (ALTO BUEY)","COL-"
"27425008","SAN ROQUE","COL-"
"27425009","TANGÜÍ","COL-"
"27430000","PUERTO MELUK","COL-"
"27430001","ALMENDRO","COL-"
"27430002","ARENAL","COL-"
"27430003","BOCA DE BAUDOCITO","COL-"
"27430004","BELLA VISTA","COL-"
"27430005","BERIGUADO","COL-"
"27430006","CIRUNDO LA BANCA","COL-"
"27430007","NUEVO PLATANARES","COL-"
"27430009","PIE DE PEPE","COL-"
"27430010","PUERTO ADAN","COL-"
"27430012","SAN JOSE DE QUERA","COL-"
"27430013","SAN MIGUEL BAUDOCITO","COL-"
"27430023","QUERA","COL-"
"27430024","BOCA DE PEPE","COL-"
"27430025","SAN LUIS","COL-"
"27430026","UNION MISARA","COL-"
"27430027","VILLA NUEVA","COL-"
"27450000","ANDAGOYA","COL-"
"27450001","BEBEDÓ","COL-"
"27450002","BOCA DE SURUCO","COL-"
"27450003","CHIQUICHOQUI","COL-"
"27450004","DIPURDU EL GUASIMO","COL-"
"27450005","EL GUAMO","COL-"
"27450006","JIGUALITO","COL-"
"27450007","LA RANCHA","COL-"
"27450008","NOANAMA","COL-"
"27450009","PAIMADO","COL-"
"27450010","PRINGAMO","COL-"
"27450011","SAN MARTON","COL-"
"27450012","SAN MIGUEL","COL-"
"27450013","FUJIADO","COL-"
"27450014","ISLA DE CRUZ","COL-"
"27450015","LA UNION","COL-"
"27450016","MACEDONIA","COL-"
"27450017","PUERTO MURILLO","COL-"
"27450018","SAN JERONIMO","COL-"
"27450019","UNION WAUNAAN","COL-"
"27491000","NÓVITA","COL-"
"27491001","EL CAJÓN","COL-"
"27491002","EL TIGRE","COL-"
"27491003","IRABUBU","COL-"
"27491004","JUNTAS DE TAMANA","COL-"
"27491005","LA PLAYITA","COL-"
"27491006","SAN LORENZO","COL-"
"27491007","SESEGO","COL-"
"27491008","URABARA","COL-"
"27491009","CURUNDO","COL-"
"27491010","EL TAMBITO","COL-"
"27491011","EL BARRANCÓN","COL-"
"27491013","CARMEN DE SURAMA","COL-"
"27491014","SANTA ROSA","COL-"
"27495000","NUQUÍ","COL-"
"27495001","ARUSÍ","COL-"
"27495002","COQUÍ","COL-"
"27495003","JURUBIRÁ","COL-"
"27495004","PANGUÍ","COL-"
"27495005","TRIBUGÁ","COL-"
"27495007","APARTADÓ","COL-"
"27495008","JOBÍ","COL-"
"27495010","TERMALES","COL-"
"27580000","SANTA RITA","COL-"
"27580001","ALTO CHATO","COL-"
"27580002","CALLE DEL CEDRO","COL-"
"27580003","COROCO","COL-"
"27580004","ENCHARCAZON","COL-"
"27580005","SAN JOSE DE VIRO VIRO","COL-"
"27580006","SANTA BARBARA","COL-"
"27600000","PAIMADÓ","COL-"
"27600001","BOCA DE APARTADO","COL-"
"27600002","LA PUNTA ANTADO","COL-"
"27600003","SAN ISIDRO","COL-"
"27600004","VILLA CONTO","COL-"
"27600005","BOCA DE PAIMADO","COL-"
"27600006","CHIGUARANDO ALTO","COL-"
"27600007","CHIVIGUIDO","COL-"
"27600008","GUAYABALITO","COL-"
"27600009","LA PUNTA","COL-"
"27600010","LA SOLEDAD","COL-"
"27600011","LOMA DE LOS GAMBOA","COL-"
"27615000","RIOSUCIO","COL-"
"27615004","JIGUAMIANDO","COL-"
"27615006","LA HONDA","COL-"
"27615007","LA LARGA","COL-"
"27615008","PEYE","COL-"
"27615009","SALAQUO","COL-"
"27615010","SAUTATA (PERANCHO)","COL-"
"27615011","TAMBORAL","COL-"
"27615012","TRUANDO","COL-"
"27615015","VILLANUEVA","COL-"
"27615016","ALTO RIOSUCIO","COL-"
"27615017","CHINTADO","COL-"
"27615018","LA TERESITA","COL-"
"27615019","LA RAYA","COL-"
"27615020","LA TRAVESOA","COL-"
"27615022","PERANCHITO","COL-"
"27615023","BELÉN DE BAJIRÁ","COL-"
"27615024","LA ISLETA","COL-"
"27615026","VENECIA","COL-"
"27615027","PUENTE AMÉRICA - CACARICA","COL-"
"27615032","BRASITO","COL-"
"27615034","CAMPO ALEGRE","COL-"
"27615035","LEONCITO","COL-"
"27615036","LLANO RICO","COL-"
"27615038","NUEVO ORIENTE","COL-"
"27615039","PLAYA ROJA","COL-"
"27615040","PRIMAVERA","COL-"
"27615041","SAN ANDRES","COL-"
"27615042","TIERRA ADENTRO","COL-"
"27615043","TUMARADOCITO(BELLA VISTA)","COL-"
"27615044","VILLA NUEVA","COL-"
"27660000","SAN JOSÉ DEL PALMAR","COL-"
"27660002","RIOBLANCO","COL-"
"27660003","SAN PEDRO INGARA","COL-"
"27660006","LA ITALIA","COL-"
"27660008","CORCOVADO","COL-"
"27660009","DAMASCO","COL-"
"27660010","HABITA","COL-"
"27660011","LA ALBANIA","COL-"
"27660012","LA LIBERTAD-LA ROMITA","COL-"
"27660013","LOS PATIOS","COL-"
"27660014","ZABALETA SURAMI","COL-"
"27660015","LA BADEA","COL-"
"27745000","SIPÍ","COL-"
"27745001","CAÑAVERAL","COL-"
"27745002","GARRAPATAS","COL-"
"27745003","SAN AGUSTÍN","COL-"
"27745004","TAPARAL","COL-"
"27745009","TANANDO","COL-"
"27745010","BUENAS BRISAS","COL-"
"27745011","CHAMBACU","COL-"
"27745012","LOMA DE CHUPEY","COL-"
"27745013","MARQUEZA","COL-"
"27745014","SANTA ROSA","COL-"
"27745015","TEATINO","COL-"
"27787000","TADÓ","COL-"
"27787002","CARMELO","COL-"
"27787004","TAPÓN","COL-"
"27787005","GUARATO","COL-"
"27787007","LA ESPERANZA","COL-"
"27787009","MUMBU","COL-"
"27787010","PLAYA DE ORO","COL-"
"27787011","PROFUNDO","COL-"
"27787014","BETANIA","COL-"
"27787015","CORCOBADO","COL-"
"27787016","MANUNGARA","COL-"
"27787022","ANGOSTURA","COL-"
"27787023","BOCHOROMA","COL-"
"27787024","BURUBATA","COL-"
"27787025","CHACUANTE","COL-"
"27787026","GINGARABA","COL-"
"27787027","LA PLAYITA","COL-"
"27787028","LA UNION","COL-"
"27787029","CAÑAVERAL","COL-"
"27787030","FARALLONES","COL-"
"27787031","MESETAS","COL-"
"27787032","PEÑAS DEL OLVIDO","COL-"
"27787033","SILENCIO","COL-"
"27800000","UNGUÍA","COL-"
"27800001","BALBOA","COL-"
"27800002","GILGAL","COL-"
"27800003","SANTA MARÍA DEL DARIÉN","COL-"
"27800004","TANELA","COL-"
"27800005","TITUMATE","COL-"
"27800007","BETECITO","COL-"
"27800008","MARRIAGA","COL-"
"27800009","TUMARADO","COL-"
"27800010","CUQUE PENIEL","COL-"
"27800011","EL PUERTO","COL-"
"27800012","EL ROTO","COL-"
"27800013","QUEBRADA BONITA","COL-"
"27800014","TICOLE ISLA","COL-"
"27810000","ÁNIMAS","COL-"
"27810001","EL PLAN DE RASPADURA","COL-"
"27810002","LA YE","COL-"
"27810003","SAN RAFAEL DEL DOS","COL-"
"27810004","SAN PABLO ADENTRO","COL-"
"41001000","NEIVA","COL-"
"41001001","CAGUÁN","COL-"
"41001002","CHAPINERO","COL-"
"41001003","FORTALECILLAS","COL-"
"41001004","GUACIRCO","COL-"
"41001006","ORGANOS","COL-"
"41001007","PALACIOS","COL-"
"41001008","PEÑAS BLANCAS","COL-"
"41001009","SAN ANTONIO","COL-"
"41001011","SAN LUIS","COL-"
"41001012","VEGALARGA","COL-"
"41001013","EL TRIUNFO","COL-"
"41001014","SAN FRANCISCO","COL-"
"41001016","EL COLEGIO","COL-"
"41001017","SAN ANTONIO DE ANACONIA","COL-"
"41001018","AIPECITO","COL-"
"41001022","EL VENADO","COL-"
"41001024","PIEDRA MARCADA","COL-"
"41001029","CEDRALITO","COL-"
"41001030","LA MATA","COL-"
"41001031","PRADERA","COL-"
"41006000","ACEVEDO","COL-"
"41006001","SAN ADOLFO","COL-"
"41006003","PUEBLO VIEJO","COL-"
"41006004","LA TIJIÑA","COL-"
"41006005","SAN MARCOS","COL-"
"41006010","DELICIAS","COL-"
"41006011","EL CARMEN","COL-"
"41006012","LA VICTORIA","COL-"
"41006015","SAN JOSE DE RIECITO","COL-"
"41006017","SALADO","COL-"
"41013000","AGRADO","COL-"
"41013001","LA CAÑADA","COL-"
"41013002","ESCALERETA","COL-"
"41013003","SAN JOSE DE BELEN","COL-"
"41016000","AIPE","COL-"
"41016001","PRAGA","COL-"
"41016002","SANTA RITA","COL-"
"41016003","EL PATA","COL-"
"41016004","CRUCE DE GUACIRCO","COL-"
"41016007","SAN MIGUEL","COL-"
"41016008","MESITAS","COL-"
"41016009","VENTANAS","COL-"
"41020000","ALGECIRAS","COL-"
"41020001","EL PARAÍSO VIEJO","COL-"
"41020002","LA ARCADIA","COL-"
"41020003","EL TORO","COL-"
"41020005","EL PUENTE","COL-"
"41020006","EL PARAÍSO NUEVO","COL-"
"41026000","ALTAMIRA","COL-"
"41026002","PAJIJI","COL-"
"41026003","GRIFO","COL-"
"41026004","LLANO DE LA VIRGEN","COL-"
"41026005","PUENTE","COL-"
"41078000","BARAYA","COL-"
"41078010","LA UNION","COL-"
"41078011","TURQUESTAN","COL-"
"41132000","CAMPOALEGRE","COL-"
"41132001","LA VEGA","COL-"
"41132002","OTAS","COL-"
"41132003","BAJO PIRAVANTE","COL-"
"41132004","ROO NEIVA","COL-"
"41206000","COLOMBIA","COL-"
"41206001","MONGUO","COL-"
"41206002","SANTANA","COL-"
"41206003","POTRERO GRANDE","COL-"
"41206004","LAS LAJAS","COL-"
"41206005","SAN MARCOS","COL-"
"41206006","LOS RIOS","COL-"
"41206007","SAN ANTONIO BAJO","COL-"
"41244000","ELÍAS","COL-"
"41244001","EL VISO","COL-"
"41244002","ORITOGUAZ","COL-"
"41244003","POTRERILLOS","COL-"
"41298000","GARZÓN","COL-"
"41298001","EL RECREO","COL-"
"41298002","LA JAGUA","COL-"
"41298003","SAN ANTONIO DEL PESCADO","COL-"
"41298004","ZULUAGA","COL-"
"41298005","EL PARAOSO","COL-"
"41298006","SARTENJO","COL-"
"41298007","PROVIDENCIA","COL-"
"41298008","EL MESON","COL-"
"41298012","PLAZUELA","COL-"
"41298013","CAGUANCITO","COL-"
"41298014","EL DESCANSO","COL-"
"41298015","MAJO","COL-"
"41298016","SAN GERARDO","COL-"
"41298017","SANTA MARTA","COL-"
"41298018","BAJO SARTENEJO","COL-"
"41298019","JAGUALITO","COL-"
"41298020","LA CABAÑA","COL-"
"41306000","GIGANTE","COL-"
"41306001","LA CHIQUITA","COL-"
"41306002","LA GRAN VÍA","COL-"
"41306003","POTRERILLOS","COL-"
"41306004","RIOLORO","COL-"
"41306005","VERACRUZ","COL-"
"41306006","EL MESÓN","COL-"
"41306007","PUEBLO NUEVO","COL-"
"41306009","VUELTAS ARRIBA","COL-"
"41306010","SILVANIA","COL-"
"41306011","TRES ESQUINAS","COL-"
"41306012","EL JARDÍN","COL-"
"41306013","LA GRAN VÍA EL PORVENIR","COL-"
"41306014","EL RECREO","COL-"
"41306015","LA BODEGA","COL-"
"41319000","GUADALUPE","COL-"
"41319001","RESINA","COL-"
"41319002","MIRAFLORES","COL-"
"41319003","LOS CAUCHOS","COL-"
"41319004","POTRERILLOS","COL-"
"41349000","HOBO","COL-"
"41357000","ÍQUIRA","COL-"
"41357002","CHAPARRO","COL-"
"41357003","RÍO NEGRO","COL-"
"41357004","VALENCIA LA PAZ","COL-"
"41357005","SAN LUIS","COL-"
"41359000","SAN JOSÉ DE ISNOS","COL-"
"41359003","EL SALTO DE BORDONES","COL-"
"41359004","SAN VICENTE","COL-"
"41359005","LOS ARRAYANES","COL-"
"41378000","LA ARGENTINA","COL-"
"41378001","BUENOS AIRES","COL-"
"41378002","EL PENSIL","COL-"
"41396000","LA PLATA","COL-"
"41396001","BELÉN","COL-"
"41396002","MONSERRATE","COL-"
"41396003","MOSCOPÁN","COL-"
"41396004","SAN ANDRÉS","COL-"
"41396005","VILLA LOSADA","COL-"
"41396006","SAN VICENTE","COL-"
"41396009","GALLEGO","COL-"
"41396010","EL SALADO","COL-"
"41396011","FATIMA","COL-"
"41396012","SEGOVIANAS","COL-"
"41483000","NÁTAGA","COL-"
"41483001","PATIO BONITO","COL-"
"41483002","LLANO BUCO","COL-"
"41483003","YARUMAL","COL-"
"41503000","OPORAPA","COL-"
"41503001","SAN ROQUE","COL-"
"41503002","EL CARMEN","COL-"
"41518000","PAICOL","COL-"
"41518001","LA REFORMA","COL-"
"41518002","LAS LAJITAS","COL-"
"41518003","LAS ORQUIDEAS","COL-"
"41524000","PALERMO","COL-"
"41524001","BETANIA","COL-"
"41524004","OSPINA PÉREZ","COL-"
"41524005","SAN JUAN","COL-"
"41524006","EL JUNCAL","COL-"
"41524009","AMBORCO","COL-"
"41530000","PALESTINA","COL-"
"41548000","PITAL","COL-"
"41548001","EL SOCORRO","COL-"
"41548002","MINAS","COL-"
"41551000","PITALITO","COL-"
"41551001","BRUSELAS","COL-"
"41551002","GUACACALLO","COL-"
"41551003","LA LAGUNA","COL-"
"41551005","REGUEROS","COL-"
"41551006","CHILLURCO (VILLAS DEL NORTE)","COL-"
"41551008","CRIOLLO","COL-"
"41551009","CHARGUAYACO","COL-"
"41551010","PALMARITO","COL-"
"41615000","RIVERA","COL-"
"41615001","LA ULLOA","COL-"
"41615002","RIVERITA","COL-"
"41615005","LA PRIMAVERA","COL-"
"41615006","RÍO FRÍO","COL-"
"41615007","EL GUADUAL","COL-"
"41660000","SALADOBLANCO","COL-"
"41660001","LA CABAÑA","COL-"
"41660007","MORELIA","COL-"
"41668000","SAN AGUSTÍN","COL-"
"41668002","OBANDO","COL-"
"41668003","VILLA FÁTIMA","COL-"
"41668004","PUERTO QUINCHANA","COL-"
"41668006","EL PALMAR","COL-"
"41668007","PRADERA","COL-"
"41668009","EL ROSARIO","COL-"
"41676000","SANTA MARÍA","COL-"
"41676001","SAN JOAQUÍN","COL-"
"41676002","EL SOCORRO","COL-"
"41676003","LA MAROA","COL-"
"41770000","SUAZA","COL-"
"41770001","GALLARDO","COL-"
"41770002","GUAYABAL","COL-"
"41770003","SAN CALIXTO","COL-"
"41770004","HATO VIEJO","COL-"
"41770005","MANTAGUA","COL-"
"41770006","PICUNA","COL-"
"41770007","EL SALADO","COL-"
"41770008","AVISPERO","COL-"
"41770010","SAFIA","COL-"
"41791000","TARQUI","COL-"
"41791001","EL VERGEL","COL-"
"41791002","MAITO","COL-"
"41791003","QUITURO","COL-"
"41791005","LA ESMERALDA","COL-"
"41791007","LA PAMPA","COL-"
"41791009","RICABRISA","COL-"
"41791010","BUENOS AIRES","COL-"
"41791013","LAGUNILLA","COL-"
"41791014","BETANIA","COL-"
"41791015","DELICIAS","COL-"
"41791016","LA MIRADA","COL-"
"41791017","PRADERA","COL-"
"41791018","QUEBRADITAS","COL-"
"41797000","TESALIA","COL-"
"41797001","PACARNÍ","COL-"
"41799000","TELLO","COL-"
"41799001","ANACLETO GARCÍA","COL-"
"41799002","SIERRA DEL GRAMAL","COL-"
"41799003","SAN ANDRÉS TELLO","COL-"
"41799004","SIERRA DE LA CAÑADA","COL-"
"41799006","EL CEDRAL","COL-"
"41801000","TERUEL","COL-"
"41801001","SAN PEDRO","COL-"
"41807000","TIMANÁ","COL-"
"41807001","NARANJAL","COL-"
"41807002","MATEO RICO","COL-"
"41807004","SAN ANTONIO","COL-"
"41807005","MONTAÑITA","COL-"
"41807006","QUINCHE","COL-"
"41807007","COSANZA","COL-"
"41807009","SAN ISIDRO","COL-"
"41807010","AGUAS CLARAS","COL-"
"41807011","ALTO NARANJAL","COL-"
"41807012","CASCAJAL","COL-"
"41807013","PANTANOS","COL-"
"41807014","SANTA BARBARA","COL-"
"41872000","VILLAVIEJA","COL-"
"41872001","POTOSÍ","COL-"
"41872002","SAN ALFONSO","COL-"
"41872003","HATO NUEVO","COL-"
"41872004","POLONIA","COL-"
"41872005","LA VICTORIA","COL-"
"41872006","GOLONDRINAS","COL-"
"41872007","DOCHE","COL-"
"41885000","YAGUARÁ","COL-"
"44001000","RIOHACHA","COL-"
"44001001","ARROYO ARENA","COL-"
"44001002","BARBACOA","COL-"
"44001003","CAMARONES","COL-"
"44001004","CASCAJALITO","COL-"
"44001005","COTOPRIX","COL-"
"44001008","GALÁN","COL-"
"44001011","MATITAS","COL-"
"44001012","MONGUÍ","COL-"
"44001016","TOMARRAZÓN","COL-"
"44001017","VILLA MARTÍN","COL-"
"44001018","LAS PALMAS","COL-"
"44001020","CHOLES","COL-"
"44001021","COMEJENES","COL-"
"44001022","EL ABRA","COL-"
"44001024","LOS MORENEROS","COL-"
"44001025","PELECHUA","COL-"
"44001026","PERICO","COL-"
"44001027","TIGRERA","COL-"
"44001028","ANAIME","COL-"
"44001029","BOCA DE CAMARONES","COL-"
"44001031","CERRILLO","COL-"
"44001033","EBANAL","COL-"
"44001034","GUADUALITO","COL-"
"44001035","JUAN Y MEDIO","COL-"
"44001036","LA ARENA","COL-"
"44001040","PUENTE BOMBA","COL-"
"44035000","ALBANIA","COL-"
"44035001","CUESTECITAS","COL-"
"44035002","HUAREUAREN","COL-"
"44035003","LOS REMEDIOS","COL-"
"44078000","BARRANCAS","COL-"
"44078001","CARRETALITO","COL-"
"44078003","LAGUNITA","COL-"
"44078005","OREGANAL VIEJO","COL-"
"44078006","PAPAYAL","COL-"
"44078007","ROCHE","COL-"
"44078008","SAN PEDRO","COL-"
"44078009","GUAYACANAL","COL-"
"44078010","GUACAMAYAL","COL-"
"44078011","POZO HONDO","COL-"
"44078014","PATILLA","COL-"
"44078015","CHANCLETA","COL-"
"44078016","LAS CASITAS","COL-"
"44090000","DIBULLA","COL-"
"44090001","LA PUNTA DE LOS REMEDIOS","COL-"
"44090002","LAS FLORES","COL-"
"44090003","MINGUEO","COL-"
"44090004","PALOMINO","COL-"
"44090005","CAMPANA NUEVO","COL-"
"44090006","RÍO ANCHO","COL-"
"44098000","DISTRACCIÓN","COL-"
"44098001","BUENAVISTA","COL-"
"44098002","CHORRERAS","COL-"
"44098005","LA DUDA","COL-"
"44098008","LOS HORNITOS","COL-"
"44098011","POTRERITO","COL-"
"44110000","EL MOLINO","COL-"
"44279000","FONSECA","COL-"
"44279002","CONEJO","COL-"
"44279005","EL HATICO","COL-"
"44279006","SITIONUEVO","COL-"
"44279007","CARDONAL","COL-"
"44279008","BANGAÑITAS","COL-"
"44279011","EL CONFUSO","COL-"
"44279013","LOS ALTOS","COL-"
"44279014","QUEBRACHAL","COL-"
"44279015","POTRERITO","COL-"
"44279016","GUAMACHAL","COL-"
"44279018","CAÑABOBA","COL-"
"44279019","PONDORES","COL-"
"44279020","SABANETA","COL-"
"44279021","TRIGO","COL-"
"44378000","HATONUEVO","COL-"
"44378001","TABACO","COL-"
"44378002","CERRO ALTO","COL-"
"44378003","EL PARAOSO","COL-"
"44378004","EL POZO","COL-"
"44378005","GUAIMARITO","COL-"
"44378006","GUAMACHITO","COL-"
"44378007","LA CRUZ","COL-"
"44378008","LA GLORIA","COL-"
"44378009","LA LOMITA","COL-"
"44420000","LA JAGUA DEL PILAR","COL-"
"44420001","EL PLAN","COL-"
"44430000","MAICAO","COL-"
"44430002","CARRAIPÍA","COL-"
"44430004","IPAPURE","COL-"
"44430005","LA PAZ","COL-"
"44430006","LA MAJAYURA","COL-"
"44430007","PARAGUACHÓN","COL-"
"44430010","MARAÑAMANA","COL-"
"44430011","LA ARENA","COL-"
"44430012","EL LIMONCITO","COL-"
"44430013","YOTOJOROY","COL-"
"44430014","GARRAPATERO","COL-"
"44430015","MAKU","COL-"
"44430016","SANTA CRUZ","COL-"
"44430017","SANTA ROSA","COL-"
"44560000","MANAURE","COL-"
"44560001","ARÉMASAHIN","COL-"
"44560002","MUSICHI","COL-"
"44560003","EL PÁJARO","COL-"
"44560005","SANTA ROSA","COL-"
"44560006","SHIRURE","COL-"
"44560007","MAYAPO","COL-"
"44560008","MANZANA","COL-"
"44560009","LA GLORIA","COL-"
"44560010","LA PAZ","COL-"
"44650000","SAN JUAN DEL CESAR","COL-"
"44650001","CAÑAVERALES","COL-"
"44650002","CARACOLÍ","COL-"
"44650003","CORRAL DE PIEDRA","COL-"
"44650004","EL HATICO DE LOS INDIOS","COL-"
"44650005","EL TABLAZO","COL-"
"44650006","EL TOTUMO","COL-"
"44650007","GUAYACANAL","COL-"
"44650008","LA JUNTA","COL-"
"44650009","LA PEÑA","COL-"
"44650010","LA SIERRITA","COL-"
"44650011","LOS HATICOS","COL-"
"44650012","LOS PONDORES","COL-"
"44650013","ZAMBRANO","COL-"
"44650014","CORRALEJAS","COL-"
"44650015","LA PEÑA DE LOS INDIOS","COL-"
"44650016","PONDORITOS","COL-"
"44650017","VILLA DEL RÍO","COL-"
"44650018","LAGUNITA","COL-"
"44650019","LOS POZOS","COL-"
"44650020","POTRERITO","COL-"
"44650021","CURAZAO","COL-"
"44650022","BOCA DEL MONTE","COL-"
"44650023","LOS CARDONES","COL-"
"44650024","EL PLACER","COL-"
"44847000","URIBIA","COL-"
"44847002","BAHOA HONDA","COL-"
"44847003","CABO DE LA VELA","COL-"
"44847004","CARRIZAL","COL-"
"44847005","CASTILLETES","COL-"
"44847006","CASUSO","COL-"
"44847007","EL CARDÓN","COL-"
"44847009","GUIMPESI","COL-"
"44847010","JARARA","COL-"
"44847012","NAZARETH","COL-"
"44847013","PUERTO ESTRELLA","COL-"
"44847014","PUERTO LÓPEZ","COL-"
"44847015","RANCHO GRANDE","COL-"
"44847017","TAPARAJON","COL-"
"44847018","TAROA","COL-"
"44847020","IRRAIPA","COL-"
"44847021","GUARERPA","COL-"
"44847023","PORCHINA","COL-"
"44847024","TAGUAIRA","COL-"
"44847025","JONJONCITO","COL-"
"44855000","URUMITA","COL-"
"44855003","SIERRA MONTAÑA","COL-"
"44874000","VILLANUEVA","COL-"
"47001000","SANTA MARTA","COL-"
"47001001","BONDA","COL-"
"47001002","CALABAZO","COL-"
"47001003","DON DIEGO","COL-"
"47001006","GUACHACA","COL-"
"47001009","MINCA","COL-"
"47001010","TAGANGA","COL-"
"47001011","BURITACA","COL-"
"47001013","TIGRERA","COL-"
"47001022","CABAÑAS DE BURITACA","COL-"
"47001023","CAÑAVERAL (AGUA FRÍA)","COL-"
"47001024","COLINAS DE CALABAZO","COL-"
"47001025","CURVALITO","COL-"
"47001026","GUACOCHE (LA LLANTA)","COL-"
"47001027","MARKETALIA (PALOMINITO)","COL-"
"47001028","PAZ DEL CARIBE","COL-"
"47001029","PERICO AGUAO","COL-"
"47001031","LA OLLA","COL-"
"47001032","LA REVUELTA","COL-"
"47001034","EL TROMPITO","COL-"
"47001035","LA AGUACATERA","COL-"
"47001036","MACHETE PELAO","COL-"
"47001038","VALLE DE GAIRA","COL-"
"47030000","ALGARROBO","COL-"
"47030001","BELLA VISTA","COL-"
"47030002","ESTACIÓN DEL FERROCARRIL","COL-"
"47030003","ESTACIÓN LLERAS","COL-"
"47030004","LOMA DEL BÁLSAMO","COL-"
"47030005","ESTACION ALGARROBO","COL-"
"47053000","ARACATACA","COL-"
"47053001","BUENOS AIRES","COL-"
"47053008","SANTA ANA","COL-"
"47053011","CAUCA","COL-"
"47053013","SAMPUÉS","COL-"
"47058000","EL DIFICIL","COL-"
"47058001","ALEJANDRÍA","COL-"
"47058003","PUEBLO NUEVO","COL-"
"47058005","SAN JOSÉ DE ARIGUANÍ","COL-"
"47058008","VADELCO","COL-"
"47058009","CARMEN DE ARIGUANÍ","COL-"
"47161000","CERRO DE SAN ANTONIO","COL-"
"47161002","CANDELARIA (CAIMÁN)","COL-"
"47161003","CONCEPCIÓN (COCO)","COL-"
"47161005","JESÚS DEL MONTE (MICO)","COL-"
"47161006","PUERTO NIÑO (CHARANGA)","COL-"
"47170000","CHIVOLO","COL-"
"47170001","LA CHINA","COL-"
"47170002","PUEBLO NUEVO","COL-"
"47170003","LA ESTRELLA","COL-"
"47189000","CIÉNAGA","COL-"
"47189004","SAN PEDRO DE LA SIERRA","COL-"
"47189006","SEVILLANO","COL-"
"47189018","PALMOR","COL-"
"47189022","CORDOBITA","COL-"
"47189023","SIBERIA","COL-"
"47189024","LA ISABEL","COL-"
"47189025","MAYA","COL-"
"47189026","SAN JAVIER","COL-"
